OpFlag	BusinessEntityID	PhoneNumber	PhoneNumberTypeID	ModifiedDate
V	5770	793-555-0118	1	2013-12-07 00:00:00
V	5771	1 (11) 500 555-0131	1	2014-01-13 00:00:00
V	5772	1 (11) 500 555-0189	2	2014-03-13 00:00:00
V	5773	751-555-0117	2	2013-08-22 00:00:00
V	5774	161-555-0138	1	2013-12-17 00:00:00
V	5775	780-555-0110	2	2013-10-09 00:00:00
V	5776	535-555-0196	1	2014-03-14 00:00:00
V	5777	116-555-0177	1	2014-03-11 00:00:00
V	5778	1 (11) 500 555-0184	2	2014-02-19 00:00:00
V	5779	486-555-0196	2	2014-05-20 00:00:00
V	5780	209-555-0144	2	2013-10-27 00:00:00
V	5781	608-555-0117	1	2013-08-14 00:00:00
V	5782	365-555-0137	1	2014-04-11 00:00:00
V	5783	1 (11) 500 555-0118	1	2013-09-02 00:00:00
V	5784	344-555-0150	1	2013-11-19 00:00:00
V	5785	1 (11) 500 555-0154	1	2013-10-28 00:00:00
V	5786	632-555-0127	2	2013-11-17 00:00:00
V	5787	1 (11) 500 555-0176	2	2012-07-30 00:00:00
V	5788	1 (11) 500 555-0131	2	2013-11-15 00:00:00
V	5789	1 (11) 500 555-0142	2	2013-09-01 00:00:00
V	5790	1 (11) 500 555-0184	1	2013-02-10 00:00:00
V	5791	1 (11) 500 555-0180	2	2012-12-18 00:00:00
V	5792	1 (11) 500 555-0168	1	2011-09-10 00:00:00
V	5793	824-555-0115	2	2014-05-10 00:00:00
V	5794	1 (11) 500 555-0167	1	2013-01-23 00:00:00
V	5795	317-555-0116	1	2011-09-20 00:00:00
V	5796	638-555-0180	2	2013-02-08 00:00:00
V	5797	403-555-0189	1	2014-02-17 00:00:00
V	5798	1 (11) 500 555-0125	1	2014-02-12 00:00:00
V	5799	1 (11) 500 555-0128	1	2013-11-20 00:00:00
V	5800	118-555-0173	1	2014-05-29 00:00:00
V	5801	637-555-0121	1	2014-02-08 00:00:00
V	5802	126-555-0120	1	2012-02-05 00:00:00
V	5803	1 (11) 500 555-0164	1	2013-08-15 00:00:00
V	5804	1 (11) 500 555-0113	2	2014-03-01 00:00:00
V	5805	876-555-0174	1	2014-04-30 00:00:00
V	5806	682-555-0114	1	2013-08-11 00:00:00
V	5807	970-555-0114	2	2012-04-11 00:00:00
V	5808	322-555-0111	2	2014-03-09 00:00:00
V	5809	292-555-0173	2	2013-10-23 00:00:00
V	5810	1 (11) 500 555-0139	2	2013-01-09 00:00:00
V	5811	1 (11) 500 555-0142	1	2013-09-24 00:00:00
V	5812	625-555-0186	2	2014-04-29 00:00:00
V	5813	1 (11) 500 555-0186	2	2013-05-01 00:00:00
V	5814	1 (11) 500 555-0111	1	2014-01-22 00:00:00
V	5815	915-555-0172	2	2013-11-30 00:00:00
V	5816	131-555-0124	1	2013-11-02 00:00:00
V	5817	869-555-0169	1	2013-11-21 00:00:00
V	5818	1 (11) 500 555-0117	1	2013-07-08 00:00:00
V	5819	1 (11) 500 555-0137	1	2013-08-04 00:00:00
V	5820	980-555-0166	2	2014-03-25 00:00:00
V	5821	163-555-0159	2	2013-10-16 00:00:00
V	5822	944-555-0110	1	2014-02-18 00:00:00
V	5823	431-555-0163	2	2013-11-27 00:00:00
V	5824	640-555-0153	2	2013-10-02 00:00:00
V	5825	1 (11) 500 555-0117	2	2014-01-18 00:00:00
V	5826	1 (11) 500 555-0152	1	2013-09-25 00:00:00
V	5827	1 (11) 500 555-0161	1	2011-09-07 00:00:00
V	5828	110-555-0111	2	2013-05-20 00:00:00
V	5829	624-555-0194	1	2013-10-26 00:00:00
V	5830	480-555-0162	2	2013-08-18 00:00:00
V	5831	1 (11) 500 555-0131	1	2011-07-06 00:00:00
V	5832	1 (11) 500 555-0116	2	2013-04-28 00:00:00
V	5833	125-555-0141	2	2014-05-12 00:00:00
V	5834	861-555-0126	2	2013-08-18 00:00:00
V	5835	1 (11) 500 555-0141	2	2013-07-03 00:00:00
V	5836	1 (11) 500 555-0158	1	2013-11-29 00:00:00
V	5837	1 (11) 500 555-0144	1	2013-08-10 00:00:00
V	5838	1 (11) 500 555-0152	1	2013-11-02 00:00:00
V	5839	1 (11) 500 555-0187	2	2013-10-06 00:00:00
V	5840	334-555-0131	1	2013-03-13 00:00:00
V	5841	1 (11) 500 555-0111	1	2013-09-07 00:00:00
V	5842	137-555-0149	2	2012-03-17 00:00:00
V	5843	636-555-0111	2	2013-10-04 00:00:00
V	5844	909-555-0167	1	2011-11-15 00:00:00
V	5845	115-555-0124	2	2013-11-15 00:00:00
V	5846	285-555-0183	1	2013-10-12 00:00:00
V	5847	1 (11) 500 555-0126	2	2012-10-31 00:00:00
V	5848	574-555-0191	2	2013-11-08 00:00:00
V	5849	101-555-0111	1	2014-04-05 00:00:00
V	5850	1 (11) 500 555-0122	2	2014-01-19 00:00:00
V	5851	1 (11) 500 555-0110	2	2013-07-18 00:00:00
V	5852	1 (11) 500 555-0186	1	2013-10-20 00:00:00
V	5853	195-555-0181	1	2013-05-28 00:00:00
V	5854	1 (11) 500 555-0187	1	2012-01-04 00:00:00
V	5855	371-555-0169	1	2013-03-12 00:00:00
V	5856	622-555-0136	2	2013-04-21 00:00:00
V	5857	596-555-0113	1	2014-01-05 00:00:00
V	5858	1 (11) 500 555-0191	2	2013-11-24 00:00:00
V	5859	1 (11) 500 555-0140	2	2013-11-23 00:00:00
V	5860	1 (11) 500 555-0127	1	2014-04-10 00:00:00
V	5861	1 (11) 500 555-0112	2	2013-07-16 00:00:00
V	5862	1 (11) 500 555-0157	2	2013-07-21 00:00:00
V	5863	1 (11) 500 555-0116	2	2011-07-21 00:00:00
V	5864	1 (11) 500 555-0125	2	2012-01-15 00:00:00
V	5865	161-555-0156	2	2014-03-14 00:00:00
V	5866	1 (11) 500 555-0141	2	2013-10-08 00:00:00
V	5867	1 (11) 500 555-0177	2	2013-12-27 00:00:00
V	5868	308-555-0168	1	2011-09-18 00:00:00
V	5869	1 (11) 500 555-0123	1	2014-06-19 00:00:00
V	5870	1 (11) 500 555-0115	2	2012-04-13 00:00:00
V	5871	1 (11) 500 555-0140	1	2014-06-16 00:00:00
V	5872	617-555-0150	2	2013-10-01 00:00:00
V	5873	865-555-0127	1	2012-03-05 00:00:00
V	5874	1 (11) 500 555-0194	2	2011-09-08 00:00:00
V	5875	1 (11) 500 555-0118	1	2014-01-16 00:00:00
V	5876	502-555-0188	1	2013-12-18 00:00:00
V	5877	595-555-0135	1	2014-04-04 00:00:00
V	5878	1 (11) 500 555-0132	2	2012-02-03 00:00:00
V	5879	1 (11) 500 555-0179	2	2011-07-26 00:00:00
V	5880	1 (11) 500 555-0167	2	2013-05-09 00:00:00
V	5881	269-555-0133	1	2014-01-08 00:00:00
V	5882	1 (11) 500 555-0193	2	2013-05-10 00:00:00
V	5883	1 (11) 500 555-0124	2	2013-09-01 00:00:00
V	5884	449-555-0168	1	2014-05-14 00:00:00
V	5885	1 (11) 500 555-0183	1	2013-11-14 00:00:00
V	5886	736-555-0111	2	2013-08-19 00:00:00
V	5887	409-555-0142	2	2012-02-19 00:00:00
V	5888	684-555-0119	1	2014-05-23 00:00:00
V	5889	810-555-0112	1	2013-07-09 00:00:00
V	5890	1 (11) 500 555-0189	2	2013-07-05 00:00:00
V	5891	512-555-0128	2	2013-07-03 00:00:00
V	5892	1 (11) 500 555-0191	1	2011-11-28 00:00:00
V	5893	148-555-0130	1	2014-05-05 00:00:00
V	5894	154-555-0176	2	2012-01-19 00:00:00
V	5895	1 (11) 500 555-0156	1	2012-11-25 00:00:00
V	5896	706-555-0161	1	2014-05-07 00:00:00
V	5897	114-555-0158	2	2012-04-21 00:00:00
V	5898	1 (11) 500 555-0159	2	2011-07-07 00:00:00
V	5899	240-555-0159	1	2014-04-22 00:00:00
V	5900	337-555-0173	1	2013-10-07 00:00:00
V	5901	1 (11) 500 555-0171	1	2012-08-15 00:00:00
V	5902	1 (11) 500 555-0143	2	2014-03-09 00:00:00
V	5903	621-555-0181	1	2014-03-31 00:00:00
V	5904	243-555-0137	1	2013-12-25 00:00:00
V	5905	1 (11) 500 555-0114	2	2014-01-02 00:00:00
V	5906	1 (11) 500 555-0134	2	2012-09-22 00:00:00
V	5907	1 (11) 500 555-0121	1	2012-07-11 00:00:00
V	5908	447-555-0164	1	2012-06-26 00:00:00
V	5909	127-555-0153	2	2013-08-21 00:00:00
V	5910	100-555-0155	1	2013-07-05 00:00:00
V	5911	1 (11) 500 555-0135	2	2012-05-22 00:00:00
V	5912	188-555-0159	1	2013-06-12 00:00:00
V	5913	330-555-0193	2	2013-11-06 00:00:00
V	5914	200-555-0143	1	2012-02-19 00:00:00
V	5915	783-555-0162	2	2012-08-11 00:00:00
V	5916	788-555-0115	2	2014-06-30 00:00:00
V	5917	454-555-0116	1	2014-05-27 00:00:00
V	5918	922-555-0134	2	2014-06-25 00:00:00
V	5919	1 (11) 500 555-0184	2	2013-12-17 00:00:00
V	5920	1 (11) 500 555-0138	2	2011-10-10 00:00:00
V	5921	1 (11) 500 555-0144	1	2013-08-27 00:00:00
V	5922	1 (11) 500 555-0191	2	2013-05-19 00:00:00
V	5923	699-555-0198	2	2013-04-10 00:00:00
V	5924	108-555-0126	1	2014-02-12 00:00:00
V	5925	673-555-0165	2	2014-04-05 00:00:00
V	5926	508-555-0111	2	2014-01-07 00:00:00
V	5927	1 (11) 500 555-0112	1	2013-07-25 00:00:00
V	5928	895-555-0151	1	2014-04-01 00:00:00
V	5929	1 (11) 500 555-0113	2	2013-12-19 00:00:00
V	5930	941-555-0190	1	2013-08-18 00:00:00
V	5931	426-555-0175	1	2013-07-06 00:00:00
V	5932	720-555-0114	2	2014-04-08 00:00:00
V	5933	1 (11) 500 555-0115	1	2014-03-04 00:00:00
V	5934	171-555-0176	2	2013-11-18 00:00:00
V	5935	1 (11) 500 555-0193	1	2013-07-24 00:00:00
V	5936	1 (11) 500 555-0119	2	2013-08-09 00:00:00
V	5937	460-555-0156	2	2012-11-18 00:00:00
V	5938	1 (11) 500 555-0166	1	2012-05-01 00:00:00
V	5939	1 (11) 500 555-0180	1	2014-04-28 00:00:00
V	5940	1 (11) 500 555-0123	2	2012-10-16 00:00:00
V	5941	271-555-0191	2	2013-09-07 00:00:00
V	5942	1 (11) 500 555-0173	1	2012-01-02 00:00:00
V	5943	1 (11) 500 555-0169	1	2013-10-06 00:00:00
V	5944	1 (11) 500 555-0182	1	2014-01-27 00:00:00
V	5945	1 (11) 500 555-0165	1	2012-05-20 00:00:00
V	5946	1 (11) 500 555-0153	1	2013-08-15 00:00:00
V	5947	1 (11) 500 555-0114	2	2013-08-24 00:00:00
V	5948	957-555-0196	1	2014-01-12 00:00:00
V	5949	716-555-0157	1	2013-11-27 00:00:00
V	5950	508-555-0156	1	2013-12-09 00:00:00
V	5951	334-555-0173	1	2013-07-22 00:00:00
V	5952	1 (11) 500 555-0167	1	2014-02-01 00:00:00
V	5953	146-555-0160	1	2014-04-11 00:00:00
V	5954	1 (11) 500 555-0172	2	2014-01-22 00:00:00
V	5955	1 (11) 500 555-0145	1	2011-08-15 00:00:00
V	5956	1 (11) 500 555-0156	2	2014-06-23 00:00:00
V	5957	141-555-0126	2	2013-01-05 00:00:00
V	5958	1 (11) 500 555-0126	2	2014-04-25 00:00:00
V	5959	1 (11) 500 555-0117	1	2011-11-10 00:00:00
V	5960	296-555-0181	2	2013-10-08 00:00:00
V	5961	1 (11) 500 555-0119	1	2014-02-15 00:00:00
V	5962	1 (11) 500 555-0131	2	2012-03-14 00:00:00
V	5963	459-555-0188	2	2013-07-31 00:00:00
V	5964	161-555-0172	2	2014-03-31 00:00:00
V	5965	161-555-0119	2	2013-10-08 00:00:00
V	5966	795-555-0137	2	2013-09-06 00:00:00
V	5967	712-555-0192	1	2014-03-28 00:00:00
V	5968	164-555-0161	1	2013-05-20 00:00:00
V	5969	1 (11) 500 555-0150	2	2013-10-17 00:00:00
V	5970	131-555-0124	2	2011-09-05 00:00:00
V	5971	1 (11) 500 555-0112	1	2014-01-02 00:00:00
V	5972	1 (11) 500 555-0137	2	2012-08-24 00:00:00
V	5973	509-555-0189	1	2014-04-08 00:00:00
V	5974	1 (11) 500 555-0163	2	2013-02-16 00:00:00
V	5975	1 (11) 500 555-0166	1	2013-01-14 00:00:00
V	5976	250-555-0110	2	2013-10-14 00:00:00
V	5977	295-555-0171	1	2014-05-03 00:00:00
V	5978	667-555-0117	2	2014-04-30 00:00:00
V	5979	1 (11) 500 555-0120	1	2014-01-31 00:00:00
V	5980	148-555-0190	1	2011-10-25 00:00:00
V	5981	601-555-0110	1	2013-07-06 00:00:00
V	5982	147-555-0121	1	2013-10-14 00:00:00
V	5983	1 (11) 500 555-0115	1	2012-01-15 00:00:00
V	5984	1 (11) 500 555-0116	1	2013-08-08 00:00:00
V	5985	416-555-0128	2	2013-12-06 00:00:00
V	5986	1 (11) 500 555-0157	1	2013-07-14 00:00:00
V	5987	113-555-0134	1	2014-04-12 00:00:00
V	5988	654-555-0128	2	2013-07-18 00:00:00
V	5989	222-555-0153	2	2013-12-22 00:00:00
V	5990	1 (11) 500 555-0150	2	2013-11-05 00:00:00
V	5991	601-555-0167	1	2012-12-22 00:00:00
V	5992	955-555-0170	2	2014-04-27 00:00:00
V	5993	1 (11) 500 555-0197	2	2014-04-15 00:00:00
V	5994	810-555-0121	2	2014-03-01 00:00:00
V	5995	240-555-0173	1	2013-07-25 00:00:00
V	5996	258-555-0112	2	2014-04-02 00:00:00
V	5997	1 (11) 500 555-0199	1	2013-02-15 00:00:00
V	5998	826-555-0171	1	2011-09-20 00:00:00
V	5999	1 (11) 500 555-0144	2	2014-01-14 00:00:00
V	6000	668-555-0143	1	2014-03-04 00:00:00
V	6001	1 (11) 500 555-0186	1	2013-07-11 00:00:00
V	6002	463-555-0170	1	2011-08-25 00:00:00
V	6003	1 (11) 500 555-0163	2	2014-03-31 00:00:00
V	6004	226-555-0127	1	2014-04-01 00:00:00
V	6005	968-555-0187	1	2013-10-01 00:00:00
V	6006	886-555-0112	2	2014-01-02 00:00:00
V	6007	991-555-0133	1	2013-11-25 00:00:00
V	6008	718-555-0125	1	2013-08-17 00:00:00
V	6009	1 (11) 500 555-0159	1	2014-04-12 00:00:00
V	6010	1 (11) 500 555-0120	1	2013-12-22 00:00:00
V	6011	1 (11) 500 555-0199	1	2012-09-28 00:00:00
V	6012	891-555-0125	1	2011-11-25 00:00:00
V	6013	1 (11) 500 555-0124	2	2012-04-07 00:00:00
V	6014	385-555-0123	2	2013-11-06 00:00:00
V	6015	143-555-0118	2	2013-12-02 00:00:00
V	6016	571-555-0176	1	2014-02-27 00:00:00
V	6017	828-555-0112	2	2013-11-26 00:00:00
V	6018	884-555-0114	2	2013-09-08 00:00:00
V	6019	1 (11) 500 555-0119	1	2014-03-17 00:00:00
V	6020	1 (11) 500 555-0127	2	2013-01-06 00:00:00
V	6021	673-555-0152	2	2014-04-13 00:00:00
V	6022	1 (11) 500 555-0127	1	2013-11-29 00:00:00
V	6023	506-555-0135	1	2013-08-20 00:00:00
V	6024	161-555-0122	2	2013-10-03 00:00:00
V	6025	1 (11) 500 555-0141	2	2013-01-03 00:00:00
V	6026	231-555-0113	2	2014-02-03 00:00:00
V	6027	1 (11) 500 555-0131	2	2013-11-09 00:00:00
V	6028	587-555-0173	2	2013-09-14 00:00:00
V	6029	764-555-0139	1	2014-04-01 00:00:00
V	6030	488-555-0164	1	2014-03-26 00:00:00
V	6031	208-555-0186	1	2013-10-17 00:00:00
V	6032	684-555-0133	1	2013-10-12 00:00:00
V	6033	441-555-0132	2	2013-08-08 00:00:00
V	6034	1 (11) 500 555-0139	2	2014-02-17 00:00:00
V	6035	1 (11) 500 555-0114	1	2013-10-29 00:00:00
V	6036	168-555-0167	2	2011-11-14 00:00:00
V	6037	406-555-0179	2	2014-03-25 00:00:00
V	6038	679-555-0115	1	2013-07-28 00:00:00
V	6039	1 (11) 500 555-0112	1	2014-01-17 00:00:00
V	6040	1 (11) 500 555-0114	1	2014-02-06 00:00:00
V	6041	1 (11) 500 555-0113	1	2013-03-29 00:00:00
V	6042	516-555-0191	1	2014-06-09 00:00:00
V	6043	1 (11) 500 555-0148	1	2011-11-03 00:00:00
V	6044	666-555-0142	2	2014-06-24 00:00:00
V	6045	1 (11) 500 555-0182	2	2013-10-18 00:00:00
V	6046	1 (11) 500 555-0176	1	2012-03-26 00:00:00
V	6047	1 (11) 500 555-0160	2	2014-02-08 00:00:00
V	6048	1 (11) 500 555-0148	2	2013-08-22 00:00:00
V	6049	693-555-0168	2	2013-12-27 00:00:00
V	6050	216-555-0178	1	2013-11-12 00:00:00
V	6051	958-555-0156	1	2013-09-14 00:00:00
V	6052	583-555-0171	2	2013-10-02 00:00:00
V	6053	153-555-0152	1	2013-08-28 00:00:00
V	6054	124-555-0139	2	2012-12-11 00:00:00
V	6055	230-555-0144	2	2012-07-11 00:00:00
V	6056	1 (11) 500 555-0164	1	2014-02-20 00:00:00
V	6057	898-555-0192	1	2014-04-19 00:00:00
V	6058	1 (11) 500 555-0171	2	2013-05-13 00:00:00
V	6059	1 (11) 500 555-0112	1	2014-03-30 00:00:00
V	6060	1 (11) 500 555-0154	1	2012-11-18 00:00:00
V	6061	1 (11) 500 555-0125	2	2012-06-21 00:00:00
V	6062	190-555-0177	1	2012-12-31 00:00:00
V	6063	250-555-0115	2	2013-09-01 00:00:00
V	6064	984-555-0137	2	2013-10-20 00:00:00
V	6065	329-555-0171	2	2013-09-10 00:00:00
V	6066	1 (11) 500 555-0145	1	2013-12-01 00:00:00
V	6067	410-555-0148	1	2012-02-21 00:00:00
V	6068	423-555-0118	1	2012-11-24 00:00:00
V	6069	1 (11) 500 555-0153	2	2014-05-31 00:00:00
V	6070	174-555-0134	2	2012-10-23 00:00:00
V	6071	639-555-0142	2	2013-11-24 00:00:00
V	6072	142-555-0199	1	2014-01-04 00:00:00
V	6073	1 (11) 500 555-0164	2	2011-10-14 00:00:00
V	6074	564-555-0137	1	2013-09-20 00:00:00
V	6075	1 (11) 500 555-0131	2	2012-09-05 00:00:00
V	6076	402-555-0113	2	2013-10-16 00:00:00
V	6077	1 (11) 500 555-0116	2	2013-07-04 00:00:00
V	6078	475-555-0151	2	2012-01-10 00:00:00
V	6079	152-555-0134	1	2013-05-07 00:00:00
V	6080	1 (11) 500 555-0126	2	2012-04-16 00:00:00
V	6081	227-555-0138	2	2013-07-01 00:00:00
V	6082	653-555-0115	2	2013-08-25 00:00:00
V	6083	1 (11) 500 555-0191	2	2012-11-14 00:00:00
V	6084	552-555-0114	2	2014-04-14 00:00:00
V	6085	1 (11) 500 555-0136	1	2012-09-02 00:00:00
V	6086	1 (11) 500 555-0133	2	2014-01-07 00:00:00
V	6087	490-555-0162	2	2013-09-07 00:00:00
V	6088	1 (11) 500 555-0148	2	2014-04-18 00:00:00
V	6089	1 (11) 500 555-0110	2	2012-04-15 00:00:00
V	6090	847-555-0167	2	2012-02-26 00:00:00
V	6091	1 (11) 500 555-0177	2	2013-09-24 00:00:00
V	6092	519-555-0183	2	2013-12-15 00:00:00
V	6093	402-555-0128	2	2014-06-15 00:00:00
V	6094	1 (11) 500 555-0179	2	2013-11-29 00:00:00
V	6095	938-555-0177	1	2012-01-12 00:00:00
V	6096	767-555-0113	2	2013-06-09 00:00:00
V	6097	1 (11) 500 555-0146	1	2013-04-03 00:00:00
V	6098	569-555-0124	2	2014-04-23 00:00:00
V	6099	982-555-0111	2	2014-05-06 00:00:00
V	6100	1 (11) 500 555-0174	1	2014-03-10 00:00:00
V	6101	811-555-0150	2	2012-07-25 00:00:00
V	6102	1 (11) 500 555-0159	2	2011-08-30 00:00:00
V	6103	324-555-0153	1	2013-08-27 00:00:00
V	6104	1 (11) 500 555-0148	2	2013-04-26 00:00:00
V	6105	426-555-0158	2	2012-04-26 00:00:00
V	6106	237-555-0170	2	2012-07-19 00:00:00
V	6107	1 (11) 500 555-0190	2	2014-01-05 00:00:00
V	6108	165-555-0173	2	2013-03-18 00:00:00
V	6109	409-555-0152	1	2014-03-24 00:00:00
V	6110	1 (11) 500 555-0125	1	2013-07-14 00:00:00
V	6111	570-555-0136	1	2014-02-17 00:00:00
V	6112	142-555-0173	1	2013-06-30 00:00:00
V	6113	1 (11) 500 555-0182	1	2012-07-21 00:00:00
V	6114	370-555-0172	2	2014-05-18 00:00:00
V	6115	1 (11) 500 555-0157	1	2012-11-05 00:00:00
V	6116	1 (11) 500 555-0128	1	2014-01-05 00:00:00
V	6117	1 (11) 500 555-0110	1	2014-03-18 00:00:00
V	6118	179-555-0125	2	2014-02-06 00:00:00
V	6119	1 (11) 500 555-0194	2	2012-09-14 00:00:00
V	6120	115-555-0193	2	2013-12-27 00:00:00
V	6121	126-555-0160	1	2013-06-18 00:00:00
V	6122	1 (11) 500 555-0177	1	2013-09-06 00:00:00
V	6123	925-555-0143	1	2012-09-14 00:00:00
V	6124	324-555-0171	1	2012-07-08 00:00:00
V	6125	744-555-0184	1	2011-10-07 00:00:00
V	6126	1 (11) 500 555-0152	2	2014-04-28 00:00:00
V	6127	591-555-0114	2	2012-11-08 00:00:00
V	6128	1 (11) 500 555-0177	1	2012-05-30 00:00:00
V	6129	1 (11) 500 555-0126	1	2013-08-03 00:00:00
V	6130	1 (11) 500 555-0118	2	2013-09-06 00:00:00
V	6131	1 (11) 500 555-0138	1	2011-09-26 00:00:00
V	6132	1 (11) 500 555-0166	1	2011-12-11 00:00:00
V	6133	1 (11) 500 555-0118	1	2012-03-24 00:00:00
V	6134	1 (11) 500 555-0110	1	2011-06-04 00:00:00
V	6135	1 (11) 500 555-0152	2	2013-01-11 00:00:00
V	6136	164-555-0113	1	2014-03-04 00:00:00
V	6137	452-555-0118	2	2011-11-20 00:00:00
V	6138	1 (11) 500 555-0123	1	2011-09-16 00:00:00
V	6139	904-555-0173	1	2013-12-05 00:00:00
V	6140	259-555-0116	1	2013-01-11 00:00:00
V	6141	284-555-0154	2	2014-02-12 00:00:00
V	6142	1 (11) 500 555-0186	2	2013-03-04 00:00:00
V	6143	875-555-0192	2	2014-05-20 00:00:00
V	6144	957-555-0191	2	2013-11-09 00:00:00
V	6145	1 (11) 500 555-0158	2	2012-12-15 00:00:00
V	6146	619-555-0166	2	2013-05-18 00:00:00
V	6147	925-555-0172	1	2013-07-05 00:00:00
V	6148	1 (11) 500 555-0121	1	2011-12-07 00:00:00
V	6149	1 (11) 500 555-0171	1	2013-10-11 00:00:00
V	6150	1 (11) 500 555-0125	1	2013-10-28 00:00:00
V	6151	1 (11) 500 555-0113	1	2014-06-27 00:00:00
V	6152	1 (11) 500 555-0165	1	2013-10-30 00:00:00
V	6153	424-555-0119	2	2013-04-06 00:00:00
V	6154	165-555-0125	1	2012-05-22 00:00:00
V	6155	838-555-0173	2	2014-01-25 00:00:00
V	6156	1 (11) 500 555-0186	2	2013-09-24 00:00:00
V	6157	1 (11) 500 555-0112	1	2014-05-17 00:00:00
V	6158	1 (11) 500 555-0153	2	2014-05-22 00:00:00
V	6159	1 (11) 500 555-0180	2	2013-10-17 00:00:00
V	6160	1 (11) 500 555-0192	1	2013-11-14 00:00:00
V	6161	963-555-0171	1	2014-02-12 00:00:00
V	6162	1 (11) 500 555-0178	2	2012-03-04 00:00:00
V	6163	243-555-0174	2	2011-10-31 00:00:00
V	6164	1 (11) 500 555-0161	1	2013-03-13 00:00:00
V	6165	318-555-0116	2	2012-06-30 00:00:00
V	6166	375-555-0116	2	2013-09-13 00:00:00
V	6167	1 (11) 500 555-0143	1	2012-11-11 00:00:00
V	6168	684-555-0160	1	2014-02-07 00:00:00
V	6169	694-555-0162	2	2013-04-04 00:00:00
V	6170	117-555-0135	1	2014-06-29 00:00:00
V	6171	163-555-0111	1	2013-10-19 00:00:00
V	6172	1 (11) 500 555-0158	1	2014-01-13 00:00:00
V	6173	1 (11) 500 555-0121	2	2013-12-10 00:00:00
V	6174	1 (11) 500 555-0192	1	2011-09-08 00:00:00
V	6175	1 (11) 500 555-0137	2	2013-08-29 00:00:00
V	6176	641-555-0146	2	2014-03-22 00:00:00
V	6177	1 (11) 500 555-0154	2	2014-01-17 00:00:00
V	6178	806-555-0157	1	2014-06-22 00:00:00
V	6179	787-555-0152	1	2013-03-23 00:00:00
V	6180	1 (11) 500 555-0165	2	2013-02-24 00:00:00
V	6181	132-555-0155	1	2013-08-12 00:00:00
V	6182	1 (11) 500 555-0110	2	2014-05-19 00:00:00
V	6183	1 (11) 500 555-0121	2	2012-12-22 00:00:00
V	6184	1 (11) 500 555-0179	2	2013-08-29 00:00:00
V	6185	1 (11) 500 555-0159	2	2014-05-19 00:00:00
V	6186	1 (11) 500 555-0129	1	2013-05-24 00:00:00
V	6187	130-555-0176	2	2013-10-04 00:00:00
V	6188	1 (11) 500 555-0190	1	2012-11-18 00:00:00
V	6189	1 (11) 500 555-0177	1	2014-03-24 00:00:00
V	6190	1 (11) 500 555-0117	1	2013-04-13 00:00:00
V	6191	556-555-0193	2	2014-03-15 00:00:00
V	6192	359-555-0188	2	2013-10-31 00:00:00
V	6193	1 (11) 500 555-0115	2	2013-08-20 00:00:00
V	6194	502-555-0179	1	2013-07-09 00:00:00
V	6195	580-555-0119	1	2013-09-08 00:00:00
V	6196	960-555-0194	2	2013-12-28 00:00:00
V	6197	271-555-0119	2	2014-04-15 00:00:00
V	6198	159-555-0110	1	2013-08-16 00:00:00
V	6199	1 (11) 500 555-0121	1	2013-07-23 00:00:00
V	6200	1 (11) 500 555-0115	2	2013-10-29 00:00:00
V	6201	1 (11) 500 555-0151	1	2013-02-21 00:00:00
V	6202	1 (11) 500 555-0118	2	2012-11-20 00:00:00
V	6203	669-555-0153	1	2014-05-06 00:00:00
V	6204	1 (11) 500 555-0126	1	2014-06-04 00:00:00
V	6205	768-555-0153	2	2012-02-10 00:00:00
V	6206	1 (11) 500 555-0135	2	2013-10-27 00:00:00
V	6207	163-555-0158	1	2013-08-17 00:00:00
V	6208	1 (11) 500 555-0161	1	2014-04-03 00:00:00
V	6209	472-555-0138	1	2014-03-13 00:00:00
V	6210	1 (11) 500 555-0191	1	2011-12-15 00:00:00
V	6211	650-555-0164	1	2012-10-29 00:00:00
V	6212	595-555-0112	1	2013-09-03 00:00:00
V	6213	448-555-0169	2	2014-05-26 00:00:00
V	6214	1 (11) 500 555-0194	2	2013-05-22 00:00:00
V	6215	1 (11) 500 555-0113	2	2013-01-08 00:00:00
V	6216	106-555-0116	1	2013-08-16 00:00:00
V	6217	1 (11) 500 555-0185	1	2013-08-15 00:00:00
V	6218	585-555-0172	1	2014-01-16 00:00:00
V	6219	354-555-0177	2	2012-04-09 00:00:00
V	6220	1 (11) 500 555-0162	2	2013-11-11 00:00:00
V	6221	1 (11) 500 555-0186	1	2013-11-09 00:00:00
V	6222	1 (11) 500 555-0196	1	2011-09-10 00:00:00
V	6223	346-555-0177	1	2014-03-25 00:00:00
V	6224	1 (11) 500 555-0139	2	2013-07-01 00:00:00
V	6225	1 (11) 500 555-0117	1	2013-07-10 00:00:00
V	6226	186-555-0185	1	2013-03-07 00:00:00
V	6227	277-555-0186	2	2013-10-27 00:00:00
V	6228	660-555-0176	2	2013-11-06 00:00:00
V	6229	1 (11) 500 555-0184	1	2011-06-26 00:00:00
V	6230	1 (11) 500 555-0119	1	2013-12-18 00:00:00
V	6231	226-555-0182	2	2014-01-03 00:00:00
V	6232	423-555-0171	1	2013-12-21 00:00:00
V	6233	1 (11) 500 555-0159	1	2013-07-25 00:00:00
V	6234	1 (11) 500 555-0189	2	2012-11-06 00:00:00
V	6235	1 (11) 500 555-0178	1	2011-11-07 00:00:00
V	6236	1 (11) 500 555-0127	2	2013-07-05 00:00:00
V	6237	240-555-0110	2	2013-11-19 00:00:00
